Entry_Name,SaPS(WT),SaPS(S/Y_Phos),Category
GGYF2_HUMAN,0.939623951911926,0.93962395,Decreased
MYOZ1_HUMAN,0.939563155174255,0.8118614,Decreased
BPTF_HUMAN,0.939513683319091,0.9425597,Increased
R3HD2_HUMAN,0.939391434192657,0.9402695,Increased
FOXA2_HUMAN,0.939348101615905,0.9383632,Decreased
KMT2D_HUMAN,0.939277350902557,0.9427512,Increased
DDX3Y_HUMAN,0.939268946647644,0.81431735,Decreased
MBD5_HUMAN,0.939152061939239,0.93915206,Decreased
ROA3_HUMAN,0.938925862312316,0.9363346,Decreased
MDEAS_HUMAN,0.938836455345153,0.9410499,Increased
PHC1_HUMAN,0.938695549964904,0.9440861,Increased
PEF1_HUMAN,0.938398957252502,0.9367458,Decreased
SETD2_HUMAN,0.938379108905792,0.9365083,Decreased
CPEB2_HUMAN,0.938336014747619,0.8472775,Decreased
HNRPQ_HUMAN,0.938250541687011,0.77715445,Decreased
MAML2_HUMAN,0.938121795654296,0.94783306,Increased
YTHD2_HUMAN,0.938018441200256,0.943845,Increased
EYA1_HUMAN,0.937975883483886,0.9399018,Increased
KAT6B_HUMAN,0.937873661518096,0.9357815,Decreased
KMT2E_HUMAN,0.937839150428772,0.9271204,Decreased
R3HD1_HUMAN,0.937724292278289,0.93686026,Decreased
BSN_HUMAN,0.93769484758377,0.9381075,Increased
BCL9_HUMAN,0.937687695026397,0.91202337,Decreased
PUM2_HUMAN,0.937683463096618,0.9425971,Increased
BMP2K_HUMAN,0.937610805034637,0.94224805,Increased
SSBP3_HUMAN,0.93739253282547,0.9460018,Increased
MN1_HUMAN,0.937250614166259,0.9372506,Decreased
LENG8_HUMAN,0.936136066913604,0.93758756,Increased
SYN1_HUMAN,0.93606948852539,0.9436453,Increased
WWTR1_HUMAN,0.935722708702087,0.8241744,Decreased
SMRC1_HUMAN,0.935523509979248,0.940833,Increased
SSBP2_HUMAN,0.93503314256668,0.91654223,Decreased
LEG3_HUMAN,0.934654593467712,0.94874036,Increased
ZIC2_HUMAN,0.934325873851776,0.93649036,Increased
TAB3_HUMAN,0.934202373027801,0.9254502,Decreased
RBM27_HUMAN,0.934100270271301,0.9351816,Increased
ZN326_HUMAN,0.93397456407547,0.8071011,Decreased
EST1A_HUMAN,0.933770060539245,0.92501813,Decreased
NIPBL_HUMAN,0.933703064918518,0.8939573,Decreased
EWS_HUMAN,0.933595180511474,0.9324148,Decreased
WDR33_HUMAN,0.933513760566711,0.93436974,Increased
SIX3_HUMAN,0.932877242565155,0.78876674,Decreased
RAI1_HUMAN,0.932799041271209,0.93900406,Increased
KAT6A_HUMAN,0.932709395885467,0.9327094,Increased
HGS_HUMAN,0.932687163352966,0.9223527,Decreased
YLPM1_HUMAN,0.932635784149169,0.8980409,Decreased
DDX17_HUMAN,0.932350814342498,0.8047848,Decreased
RPB1_HUMAN,0.932198703289032,0.9169102,Decreased
MD12L_HUMAN,0.932112872600555,0.9321129,Increased
ZC3H6_HUMAN,0.932093620300293,0.93011093,Decreased
SCAF4_HUMAN,0.931537330150604,0.93537223,Increased
EP400_HUMAN,0.931429862976074,0.92700577,Decreased
COIA1_HUMAN,0.931254088878631,0.92657804,Decreased
FUBP1_HUMAN,0.931137204170227,0.9333618,Increased
FOXJ2_HUMAN,0.930995166301727,0.9303115,Decreased
HNRL2_HUMAN,0.930970668792724,0.92075443,Decreased
ATX1_HUMAN,0.930861294269561,0.91385067,Decreased
SOX2_HUMAN,0.93084716796875,0.92596227,Decreased
ZN207_HUMAN,0.930756688117981,0.9374467,Increased
RBM5_HUMAN,0.93056583404541,0.9265729,Decreased
NAV2_HUMAN,0.930394053459167,0.9361758,Increased
MED12_HUMAN,0.930339992046356,0.9329063,Increased
MEF2A_HUMAN,0.930106043815612,0.9332508,Increased
HXD3_HUMAN,0.930105209350585,0.89996386,Decreased
SFPQ_HUMAN,0.929801344871521,0.9291755,Decreased
SMCA4_HUMAN,0.929757714271545,0.93052185,Increased
TREF1_HUMAN,0.92903709411621,0.926984,Decreased
RBP56_HUMAN,0.928868412971496,0.9287408,Decreased
SP1_HUMAN,0.928545773029327,0.9315063,Increased
YETS2_HUMAN,0.928257584571838,0.94302225,Increased
SP4_HUMAN,0.928045630455017,0.85016835,Decreased
FUS_HUMAN,0.927886307239532,0.92489195,Decreased
FILA2_HUMAN,0.927886307239532,0.9278863,Decreased
PACS1_HUMAN,0.92784297466278,0.8819764,Decreased
PUM1_HUMAN,0.927268028259277,0.93155396,Increased
PRB3_HUMAN,0.927138924598693,0.9271389,Decreased
MPLKI_HUMAN,0.926806628704071,0.75076514,Decreased
PRPC_HUMAN,0.926474392414093,0.9264744,Increased
PSPC1_HUMAN,0.926473915576934,0.90559083,Decreased
TIA1_HUMAN,0.926235973834991,0.92420614,Decreased
PYGO2_HUMAN,0.926134586334228,0.9366778,Increased
NCOA6_HUMAN,0.926061153411865,0.9391364,Increased
SMAP1_HUMAN,0.925908267498016,0.93743837,Increased
WNK1_HUMAN,0.925204873085022,0.9363079,Increased
MAML1_HUMAN,0.92511236667633,0.9095761,Decreased
FIBA_HUMAN,0.924910843372345,0.8718964,Decreased
FBRL_HUMAN,0.924834370613098,0.9304001,Increased
CRTC1_HUMAN,0.924737095832824,0.9304794,Increased
PHC2_HUMAN,0.924723327159881,0.9338771,Increased
MEF2D_HUMAN,0.924609303474426,0.9465164,Increased
DDX5_HUMAN,0.923961997032165,0.9381267,Increased
DYR1A_HUMAN,0.923864662647247,0.8185649,Decreased
TAB2_HUMAN,0.923764407634735,0.9100598,Decreased
AF10_HUMAN,0.92371380329132,0.9203142,Decreased
ATN1_HUMAN,0.923567116260528,0.9183378,Decreased
NCOA1_HUMAN,0.923436999320983,0.93499804,Increased
CITE2_HUMAN,0.923292517662048,0.9278965,Increased
MAMD1_HUMAN,0.923128128051757,0.9256568,Increased
EPN4_HUMAN,0.923033595085144,0.9127882,Decreased
KMT2C_HUMAN,0.922742962837219,0.90013456,Decreased
FOXJ3_HUMAN,0.922496020793914,0.8172959,Decreased
SYPH_HUMAN,0.92241495847702,0.92020255,Decreased
TBX15_HUMAN,0.922070980072021,0.92214745,Increased
SPT6H_HUMAN,0.921741306781768,0.9280423,Increased
GRRE1_HUMAN,0.921542167663574,0.90515536,Decreased
RFX1_HUMAN,0.92127388715744,0.92337817,Increased
EYA2_HUMAN,0.921086013317108,0.9214837,Increased
TCRG1_HUMAN,0.920766830444335,0.92076683,Decreased
SYNRG_HUMAN,0.919904887676239,0.92824334,Increased
MED1_HUMAN,0.9193155169487,0.8365555,Decreased
ZCHC2_HUMAN,0.919301867485046,0.9095262,Decreased
DDX42_HUMAN,0.918950676918029,0.8276135,Decreased
NUP98_HUMAN,0.918724656105041,0.9115337,Decreased
SC24B_HUMAN,0.918503880500793,0.904974,Decreased
PKHB2_HUMAN,0.918387055397033,0.75793666,Decreased
TET2_HUMAN,0.918257057666778,0.91285276,Decreased
AKAP8_HUMAN,0.918144583702087,0.8611398,Decreased
BD1L1_HUMAN,0.917910933494567,0.91020286,Decreased
CHD8_HUMAN,0.91763687133789,0.9194749,Increased
F117B_HUMAN,0.91736489534378,0.9137348,Decreased
CO5A1_HUMAN,0.917346179485321,0.91839325,Increased
MAF_HUMAN,0.916575908660888,0.92526066,Increased
ARID2_HUMAN,0.915967762470245,0.91946924,Increased
UBAP2_HUMAN,0.915772795677185,0.92466116,Increased
SSXT_HUMAN,0.915684700012207,0.9156847,Decreased
PHLA1_HUMAN,0.914996445178985,0.91582376,Increased
DDX3X_HUMAN,0.914864540100097,0.68918914,Decreased
FOXC2_HUMAN,0.914860248565673,0.76660967,Decreased
STRN3_HUMAN,0.914635181427002,0.89076674,Decreased
BRD4_HUMAN,0.914314448833465,0.9135817,Decreased
PP1RA_HUMAN,0.91418981552124,0.92101014,Increased
FOXP4_HUMAN,0.913987278938293,0.7985882,Decreased
ZN853_HUMAN,0.913905799388885,0.9147331,Increased
EOMES_HUMAN,0.913847267627716,0.7830931,Decreased
SMG7_HUMAN,0.91371089220047,0.91337013,Decreased
NUMBL_HUMAN,0.913611114025116,0.90144646,Decreased
ZN609_HUMAN,0.913527846336364,0.91396797,Increased
ZMYD8_HUMAN,0.913114190101623,0.86466014,Decreased
ZN462_HUMAN,0.913048148155212,0.91262037,Decreased
TRI33_HUMAN,0.912951946258544,0.82855415,Decreased
NCOA2_HUMAN,0.912931263446807,0.9131052,Increased
COBA1_HUMAN,0.912508487701416,0.91353434,Increased
TFG_HUMAN,0.912194550037384,0.8903042,Decreased
SOX17_HUMAN,0.911866664886474,0.9158077,Increased
HORN_HUMAN,0.911244750022888,0.92670596,Increased
CO3A1_HUMAN,0.91097354888916,0.91505516,Increased
SPAG8_HUMAN,0.910189926624298,0.8956795,Decreased
GLI2_HUMAN,0.910000801086425,0.88846666,Decreased
PRP1_HUMAN,0.909832835197448,0.90983284,Increased
PRB2_HUMAN,0.909832835197448,0.90983284,Increased
ATX7_HUMAN,0.909323513507843,0.8276002,Decreased
CECR2_HUMAN,0.909083843231201,0.92338467,Increased
CO1A1_HUMAN,0.908793568611145,0.91225195,Increased
CO2A1_HUMAN,0.908793568611145,0.9128752,Increased
ENAM_HUMAN,0.908689320087432,0.90243256,Decreased
TOX3_HUMAN,0.9085613489151,0.90203446,Decreased
G3BP1_HUMAN,0.908383667469024,0.86924887,Decreased
AUXI_HUMAN,0.908178329467773,0.8677062,Decreased
RPTN_HUMAN,0.907161831855773,0.9069767,Decreased
PCLO_HUMAN,0.906264781951904,0.9084161,Increased
T22D1_HUMAN,0.906063675880432,0.9078398,Increased
COHA1_HUMAN,0.90567797422409,0.88097703,Decreased
SIK3_HUMAN,0.90553331375122,0.84864503,Decreased
SC31A_HUMAN,0.905478179454803,0.9132972,Increased
NKX21_HUMAN,0.904815793037414,0.91252595,Increased
DIDO1_HUMAN,0.90443342924118,0.9057687,Increased
MESP2_HUMAN,0.903974831104278,0.91753805,Increased
HCN1_HUMAN,0.903835296630859,0.9066637,Increased
PR40A_HUMAN,0.903713822364807,0.9099477,Increased
SMRC2_HUMAN,0.903380393981933,0.91546154,Increased
NPM_HUMAN,0.903207957744598,0.8181567,Decreased
GPS2_HUMAN,0.903187096118927,0.85600746,Decreased
COT1_HUMAN,0.90230244398117,0.91434467,Increased
SMAG1_HUMAN,0.902045726776123,0.49884087,Crossed down
PDC6I_HUMAN,0.901366591453552,0.8863419,Decreased
TAU_HUMAN,0.900595784187316,0.68038195,Decreased
SOX9_HUMAN,0.900576472282409,0.9190074,Increased
SSBP4_HUMAN,0.900442779064178,0.92634964,Increased
SHAN3_HUMAN,0.900162100791931,0.83146745,Decreased
FOXO1_HUMAN,0.899798214435577,0.7102334,Decreased
KHDC4_HUMAN,0.899281799793243,0.9027398,Increased
CNOT3_HUMAN,0.899151027202606,0.9002601,Increased
UBN1_HUMAN,0.898914515972137,0.88584566,Decreased
SF01_HUMAN,0.898859798908233,0.8737769,Decreased
TR150_HUMAN,0.898857295513153,0.7764054,Decreased
DLX2_HUMAN,0.898749351501464,0.88549596,Decreased
ZO1_HUMAN,0.898375034332275,0.8527306,Decreased
TIF1A_HUMAN,0.897835433483123,0.7954336,Decreased
PB1_HUMAN,0.897612929344177,0.87167597,Decreased
CKAP4_HUMAN,0.897216498851776,0.8783885,Decreased
BICRL_HUMAN,0.897207140922546,0.8993226,Increased
BAG4_HUMAN,0.896956741809845,0.8973505,Increased
IF4G2_HUMAN,0.896952927112579,0.49811727,Crossed down
FMN2_HUMAN,0.896593213081359,0.89699715,Increased
NUP42_HUMAN,0.895603835582733,0.90957296,Increased
HLX_HUMAN,0.895141005516052,0.8473865,Decreased
MED15_HUMAN,0.895071029663085,0.89597714,Increased
DDX54_HUMAN,0.895020186901092,0.8944088,Decreased
SOX11_HUMAN,0.894646763801574,0.823816,Decreased
TP53B_HUMAN,0.894554138183593,0.68414766,Decreased
EYA4_HUMAN,0.894367516040802,0.8663708,Decreased
IASPP_HUMAN,0.894167780876159,0.8422602,Decreased
DJB14_HUMAN,0.89337146282196,0.8939141,Increased
TBR1_HUMAN,0.892972290515899,0.8923785,Decreased
MRTFB_HUMAN,0.892942607402801,0.6435975,Decreased
CASC3_HUMAN,0.892773449420929,0.9052793,Increased
RBM3_HUMAN,0.892656326293945,0.66752183,Decreased
SOSB1_HUMAN,0.892406821250915,0.88747585,Decreased
TUT4_HUMAN,0.891969501972198,0.89008856,Decreased
COGA1_HUMAN,0.891933739185333,0.88912505,Decreased
GKAP1_HUMAN,0.891881763935089,0.81430036,Decreased
JUN_HUMAN,0.891638457775116,0.7252869,Decreased
DDX50_HUMAN,0.891058921813964,0.8290653,Decreased
FOXA1_HUMAN,0.890936374664306,0.9134223,Increased
SCYL2_HUMAN,0.890885353088378,0.8904129,Decreased
CDK19_HUMAN,0.890851378440856,0.88293064,Decreased
SAFB1_HUMAN,0.890342235565185,0.76998776,Decreased
HXA3_HUMAN,0.889855980873107,0.8943591,Increased
UBP2L_HUMAN,0.889749407768249,0.7533416,Decreased
K2C3_HUMAN,0.889454960823059,0.91566193,Increased
PPR26_HUMAN,0.889067769050598,0.8318871,Decreased
PRC2A_HUMAN,0.888887763023376,0.79550743,Decreased
SAS10_HUMAN,0.888861298561096,0.88774365,Decreased
PO2F3_HUMAN,0.888842463493347,0.8855295,Decreased
CDX2_HUMAN,0.888597846031189,0.62354046,Decreased
SC24C_HUMAN,0.888428330421447,0.8886879,Increased
IF4G1_HUMAN,0.888020813465118,0.8236411,Decreased
FIGN_HUMAN,0.887620627880096,0.8986572,Increased
NOTC1_HUMAN,0.887532711029052,0.89363116,Increased
CRTC2_HUMAN,0.887311577796936,0.7637617,Decreased
HD_HUMAN,0.886962115764617,0.8860571,Decreased
PAR3L_HUMAN,0.886720061302185,0.8655133,Decreased
NOG2_HUMAN,0.886463463306427,0.8738104,Decreased
PNISR_HUMAN,0.8857421875,0.88296443,Decreased
PRC2C_HUMAN,0.885463416576385,0.8950049,Increased
TRIO_HUMAN,0.885317802429199,0.7870356,Decreased
PLS1_HUMAN,0.884775519371032,0.8240303,Decreased
FUBP3_HUMAN,0.884054541587829,0.87974566,Decreased
ALX4_HUMAN,0.88370007276535,0.8492066,Decreased
CREST_HUMAN,0.883330643177032,0.9312972,Increased
PAPD5_HUMAN,0.883202910423278,0.7655972,Decreased
PARD3_HUMAN,0.882863998413085,0.8649885,Decreased
ATRX_HUMAN,0.882695496082305,0.8804571,Decreased
K22O_HUMAN,0.882471680641174,0.9175314,Increased
ZC3H4_HUMAN,0.881286978721618,0.88455105,Increased
NFAC3_HUMAN,0.881253540515899,0.8730062,Decreased
GCP60_HUMAN,0.880155444145202,0.88015544,Decreased
LOXL1_HUMAN,0.879481792449951,0.8139473,Decreased
CO1A2_HUMAN,0.879266381263732,0.8849937,Increased
PAXB1_HUMAN,0.878816783428192,0.88825434,Increased
AUTS2_HUMAN,0.878461241722106,0.88342285,Increased
GLI3_HUMAN,0.878325164318084,0.89138335,Increased
AKP8L_HUMAN,0.878140270709991,0.7780325,Decreased
SMAD5_HUMAN,0.878135979175567,0.8858779,Increased
YIPF5_HUMAN,0.878049671649932,0.17978776,Crossed down
ZO2_HUMAN,0.878037273883819,0.7847891,Decreased
SRRT_HUMAN,0.877990543842315,0.800491,Decreased
CAC1A_HUMAN,0.877812206745147,0.86957026,Decreased
ANK3_HUMAN,0.877796828746795,0.87687,Decreased
MYRF_HUMAN,0.877432167530059,0.84316075,Decreased
COIL_HUMAN,0.877375125885009,0.8304844,Decreased
HDAC2_HUMAN,0.877185821533203,0.87713355,Decreased
WASP_HUMAN,0.876575469970703,0.87220705,Decreased
KI26B_HUMAN,0.876474022865295,0.8863594,Increased
CHERP_HUMAN,0.876380801200866,0.87580764,Decreased
SOX3_HUMAN,0.876348137855529,0.88834983,Increased
FZD1_HUMAN,0.876285910606384,0.8762859,Decreased
LFG1_HUMAN,0.876253128051757,0.8762531,Decreased
CCD82_HUMAN,0.876093089580535,0.800653,Decreased
RANB9_HUMAN,0.87592875957489,0.88420945,Increased
COCA1_HUMAN,0.875895977020263,0.86934215,Decreased
PTN23_HUMAN,0.875741183757782,0.8742693,Decreased
ZO3_HUMAN,0.875384807586669,0.7969018,Decreased
SPD2A_HUMAN,0.875207245349884,0.78575295,Decreased
MATR3_HUMAN,0.874642014503479,0.87598073,Increased
XG_HUMAN,0.874625205993652,0.8735325,Decreased
MEIS1_HUMAN,0.873696029186248,0.8002343,Decreased
LATS1_HUMAN,0.873358428478241,0.87417203,Increased
MEX3B_HUMAN,0.873252272605896,0.75666106,Decreased
FGF2_HUMAN,0.872959613800048,0.86567974,Decreased
CPEB4_HUMAN,0.872500896453857,0.88250744,Increased
SI1L3_HUMAN,0.871778786182403,0.8368068,Decreased
PRD10_HUMAN,0.871462941169738,0.8085844,Decreased
TMPSD_HUMAN,0.870979487895965,0.8822767,Increased
UBP42_HUMAN,0.870734989643096,0.84011567,Decreased
SOX8_HUMAN,0.870187759399414,0.7617701,Decreased
CDHR5_HUMAN,0.869771361351013,0.8620798,Decreased
MAGI1_HUMAN,0.869351089000701,0.8678031,Decreased
PURA_HUMAN,0.869167506694793,0.8537995,Decreased
PO4F2_HUMAN,0.868828415870666,0.65497,Decreased
ZC3H1_HUMAN,0.86882746219635,0.63547975,Decreased
DNJB1_HUMAN,0.868769466876983,0.8358747,Decreased
SC24D_HUMAN,0.868568062782287,0.86413014,Decreased
AP180_HUMAN,0.867918014526367,0.8647092,Decreased
RBL2_HUMAN,0.867796301841735,0.7202803,Decreased
HOME3_HUMAN,0.867597937583923,0.8018627,Decreased
HDAC1_HUMAN,0.867280840873718,0.8482416,Decreased
ZNF48_HUMAN,0.867109894752502,0.81977785,Decreased
TFEB_HUMAN,0.866960883140564,0.85446805,Decreased
RBM33_HUMAN,0.866637885570526,0.88014287,Increased
PRR12_HUMAN,0.865968704223632,0.8513956,Decreased
MPP8_HUMAN,0.865903079509735,0.7849348,Decreased
TOP2A_HUMAN,0.865892112255096,0.85805273,Decreased
RBM10_HUMAN,0.865267634391784,0.86884844,Increased
NUFP2_HUMAN,0.865246891975402,0.8253134,Decreased
TNC18_HUMAN,0.865123927593231,0.8643743,Decreased
RNC_HUMAN,0.864822566509246,0.8685092,Increased
TDIF2_HUMAN,0.864797592163085,0.88074714,Increased
LA_HUMAN,0.863628089427948,0.8565118,Decreased
CCAR1_HUMAN,0.862619698047637,0.91198313,Increased
MYO1E_HUMAN,0.86100959777832,0.6788761,Decreased
LN28B_HUMAN,0.860735535621643,0.8178733,Decreased
DDX46_HUMAN,0.8604456782341,0.8045901,Decreased
AATF_HUMAN,0.860358893871307,0.89498985,Increased
EH1L1_HUMAN,0.860330939292907,0.87182105,Increased
RSRC2_HUMAN,0.859618067741394,0.8610508,Increased
CNOT2_HUMAN,0.85960304737091,0.5572007,Decreased
AP2B_HUMAN,0.859327495098114,0.6961409,Decreased
SIK2_HUMAN,0.859113991260528,0.86117965,Increased
ZN638_HUMAN,0.859086990356445,0.8927603,Increased
MY18B_HUMAN,0.859062790870666,0.8367815,Decreased
CIZ1_HUMAN,0.859050393104553,0.7653216,Decreased
MINK1_HUMAN,0.858981490135192,0.84451854,Decreased
SYN2_HUMAN,0.858853697776794,0.75117004,Decreased
SOX4_HUMAN,0.858831882476806,0.73210824,Decreased
HNRPC_HUMAN,0.858620166778564,0.78078854,Decreased
LRCH2_HUMAN,0.858590245246887,0.8875578,Increased
NKAP1_HUMAN,0.858166396617889,0.8581664,Increased
GGYF1_HUMAN,0.857756972312927,0.88445365,Increased
PABP2_HUMAN,0.857540130615234,0.85341585,Decreased
DERPC_HUMAN,0.85724401473999,0.8813163,Increased
SC16B_HUMAN,0.857225596904754,0.6959957,Decreased
SLK_HUMAN,0.857091903686523,0.88506746,Increased
KDM6A_HUMAN,0.856774628162384,0.77853197,Decreased
RBM15_HUMAN,0.856205761432647,0.8546405,Decreased
GRIN1_HUMAN,0.856101036071777,0.81337166,Decreased
FOXO3_HUMAN,0.855772137641906,0.78665537,Decreased
CRBG1_HUMAN,0.855347752571106,0.89116514,Increased
BCAR1_HUMAN,0.85506534576416,0.5924233,Decreased
PAWR_HUMAN,0.854543209075927,0.82706374,Decreased
MINT_HUMAN,0.8544242978096,0.8667118,Increased
ZRAB2_HUMAN,0.853889346122741,0.7091375,Decreased
RP3A_HUMAN,0.853854954242706,0.839443,Decreased
KLDC4_HUMAN,0.853628039360046,0.8582398,Increased
ZN341_HUMAN,0.853418469429016,0.86669016,Increased
GPBL1_HUMAN,0.853373169898986,0.65875626,Decreased
CCNK_HUMAN,0.853342831134796,0.84619725,Decreased
TOB1_HUMAN,0.853042244911193,0.83485585,Decreased
HNRC3_HUMAN,0.852661728858947,0.86116517,Increased
HNRC4_HUMAN,0.852661728858947,0.8541945,Increased
H6ST2_HUMAN,0.852637290954589,0.8732809,Increased
TTBK1_HUMAN,0.852585196495056,0.8143449,Decreased
U2AF2_HUMAN,0.852035522460937,0.81213266,Decreased
RBM12_HUMAN,0.851875483989715,0.8518755,Increased
THOC4_HUMAN,0.851843237876892,0.8619893,Increased
ARI3A_HUMAN,0.851625740528106,0.74806505,Decreased
ZBT10_HUMAN,0.851472556591033,0.83632374,Decreased
RRS1_HUMAN,0.851376891136169,0.83199376,Decreased
SMRD1_HUMAN,0.851350009441375,0.8211948,Decreased
SHRM3_HUMAN,0.851068615913391,0.8663207,Increased
IF1AX_HUMAN,0.851004779338836,0.676668,Decreased
TOP2B_HUMAN,0.850912570953369,0.853881,Increased
HMBX1_HUMAN,0.850757300853729,0.8615569,Increased
BASP1_HUMAN,0.850580096244812,0.7528955,Decreased
RUNX1_HUMAN,0.850467681884765,0.81887114,Decreased
HELZ_HUMAN,0.85021036863327,0.90093374,Increased
IF1AY_HUMAN,0.850129127502441,0.75293237,Decreased
CBX2_HUMAN,0.849956035614013,0.74119437,Decreased
SMAD1_HUMAN,0.849928200244903,0.69731504,Decreased
DOAS1_HUMAN,0.849884986877441,0.6770734,Decreased
MY15B_HUMAN,0.849477112293243,0.85688657,Increased
MAGI2_HUMAN,0.849407970905304,0.80739594,Decreased
NCOR2_HUMAN,0.848810017108917,0.8814664,Increased
DDX21_HUMAN,0.848548293113708,0.84381086,Decreased
SCG1_HUMAN,0.848007380962371,0.75541323,Decreased
RN111_HUMAN,0.847946465015411,0.8551198,Increased
CIRBP_HUMAN,0.847794711589813,0.76263773,Decreased
CX049_HUMAN,0.847562193870544,0.8735037,Increased
TB182_HUMAN,0.847543239593505,0.7166537,Decreased
PRC2B_HUMAN,0.847417175769805,0.83788013,Decreased
ANK2_HUMAN,0.847221732139587,0.8147785,Decreased
LARP7_HUMAN,0.84722089767456,0.8826234,Increased
IP3KB_HUMAN,0.846897423267364,0.6699926,Decreased
MIER1_HUMAN,0.84654551744461,0.7398788,Decreased
G3BP2_HUMAN,0.846327185630798,0.8597267,Increased
TOP1_HUMAN,0.84596711397171,0.8446649,Decreased
SNX18_HUMAN,0.845921158790588,0.8832513,Increased
MD13L_HUMAN,0.845698952674865,0.89552295,Increased
DEK_HUMAN,0.845537364482879,0.7575625,Decreased
KNOP1_HUMAN,0.845519065856933,0.72017777,Decreased
ALPK3_HUMAN,0.845374703407287,0.87230444,Increased
ZN831_HUMAN,0.845084547996521,0.7498833,Decreased
JARD2_HUMAN,0.84435498714447,0.8302201,Decreased
HDGR3_HUMAN,0.844006896018981,0.8286662,Decreased
SYGP1_HUMAN,0.843738377094268,0.9012977,Increased
